Time,GyroVals
0.004316568374633789,-0.0012450482948044295
0.01786327362060547,-0.03476557930876639
0.03223109245300293,-0.006033695582513265
0.046459197998046875,-0.02039963744563983
0.061637163162231445,-0.010822342870222101
0.07734298706054688,0.003543598992904462
0.09179902076721191,0.03227548271915759
0.10573244094848633,-0.02518828473334872
0.11977648735046387,0.008332246280613298
0.13385701179504395,0.05621871915770188
0.14798569679260254,0.03706413000686645
0.16398048400878906,0.008332246280613298
0.1782243251800537,-0.015610990157930993
0.19274258613586426,-0.015610990157930993
0.20699191093444824,0.01312089356832219
0.22425627708435059,-0.0012450482948044295
0.23900961875915527,0.027486835431448725
0.2532835006713867,-0.0012450482948044295
0.2679131031036377,-0.02518828473334872
0.28281617164611816,0.027486835431448725
0.29715847969055176,-0.015610990157930993
0.3113412857055664,-0.02039963744563983
0.3250601291656494,0.027486835431448725
0.3411235809326172,-0.0012450482948044295
0.3555428981781006,-0.03476557930876639
0.370220422744751,0.003543598992904462
0.38437795639038086,-0.015610990157930993
0.39859676361083984,0.01312089356832219
0.4127793312072754,0.051430071869993016
0.4268622398376465,-0.0012450482948044295
0.44107651710510254,-0.006033695582513265
0.4553542137145996,0.041852777294575316
0.4692683219909668,0.03227548271915759
0.4834887981414795,0.003543598992904462
0.4978199005126953,0.02269818814373986
0.5143594741821289,-0.02518828473334872
0.5287961959838867,-0.0012450482948044295
0.5431332588195801,-0.006033695582513265
0.5582253932952881,0.02269818814373986
0.5720179080963135,-0.015610990157930993
0.5857810974121094,-0.02039963744563983
0.6029839515686035,0.003543598992904462
0.617246150970459,-0.015610990157930993
0.6334030628204346,0.027486835431448725
0.6481778621673584,-0.039554226596475284
0.662322998046875,-0.029976932021057556
0.6834497451782227,0.041852777294575316
0.6980128288269043,0.01312089356832219
0.7124130725860596,0.017909540856031025
0.7284581661224365,-0.04434287388418412
0.7440285682678223,-0.03476557930876639
0.7599875926971436,-0.039554226596475284
0.7776281833648682,-0.02518828473334872
0.7940821647644043,-0.010822342870222101
0.8081004619598389,0.02269818814373986
0.8223674297332764,0.01312089356832219
0.8374495506286621,-0.0012450482948044295
0.8519055843353271,0.008332246280613298
