Date,Time,Latitude,Longitude,Bearing,Angle,Diff Angle,Left Motor Speed,Right Motor Speed
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,151,4.484627493070235,14.1492,24.1284
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,151,4.484627493070235,14.1492,24.1284
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,151,4.484627493070235,14.1492,24.1284
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,151,4.484627493070235,14.1492,24.1284
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,151,4.484627493070235,14.1492,24.1284
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,150,3.484627493070235,24.8406,24.857100000000003
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,150,3.484627493070235,24.8406,24.857100000000003
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,151,4.484627493070235,14.1492,24.1284
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,151,4.484627493070235,14.1492,24.1284
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,150,3.484627493070235,24.8406,24.857100000000003
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,150,3.484627493070235,24.8406,24.857100000000003
29/3/24,04:04:43,2.945257,101.87372,146.51537250692976,150,3.484627493070235,24.8406,24.857100000000003
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,150,3.5981186326431214,24.8406,24.857100000000003
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,152,5.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,152,5.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:44,2.945254,101.87372,146.40188136735688,151,4.598118632643121,14.1492,24.1284
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,150,3.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,150,3.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,149,2.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,149,2.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,149,2.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,148,1.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,149,2.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,149,2.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,149,2.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,148,1.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,148,1.57899225491974,24.8406,24.857100000000003
29/3/24,04:04:45,2.945253,101.873721,146.42100774508026,148,1.57899225491974,24.8406,24.857100000000003
