Time,Diff Angle,Left Motor Speed,Right Motor Speed,,,,
23.37843704,3,41.401,41.4285,,,,
23.39741445,4,23.582,40.214,,,,
23.41321421,4,23.582,40.214,,,,
23.43040991,3,41.401,41.4285,,,,
23.44567633,3,41.401,41.4285,,,,
23.46166515,3,41.401,41.4285,,,,
23.47719979,3,41.401,41.4285,,,,
23.49812865,3,41.401,41.4285,,,,
23.5429492,3,41.401,41.4285,,,,
23.55846047,3,41.401,41.4285,,,,
23.57365656,2,41.401,41.4285,,,,
23.58934474,4,23.582,40.214,,,,
23.60924673,2,41.401,41.4285,,,,
23.62638664,4,23.582,40.214,,,,
23.64754105,4,23.582,40.214,,,,
23.66914773,3,41.401,41.4285,,,,
23.68755531,3,41.401,41.4285,,,,
23.70391393,4,23.582,40.214,,,,
23.72185516,3,41.401,41.4285,,,,
23.7435956,4,23.582,40.214,,,,
23.76288366,3,41.401,41.4285,,,,
23.78248191,3,41.401,41.4285,,,,
23.87816525,4,23.582,40.214,,,,
23.89381719,3,41.401,41.4285,,,,
23.91011643,2,41.401,41.4285,,,,
23.92732072,2,41.401,41.4285,,,,
23.95330596,4,23.582,40.214,,,,
23.98650002,3,41.401,41.4285,,,,
24.00426412,3,41.401,41.4285,,,,
24.02504277,3,41.401,41.4285,,,,
24.04635811,3,41.401,41.4285,,,,
24.06238723,4,23.582,40.214,,,,
24.07857585,3,41.401,41.4285,,,,
24.09788418,3,41.401,41.4285,,,,
24.11646819,3,41.401,41.4285,,,,
24.13279271,2,41.401,41.4285,,,,
24.14771461,3,41.401,41.4285,,,,
24.16270161,3,41.401,41.4285,,,,
24.17792487,4,23.582,40.214,,,,
24.1983242,2,41.401,41.4285,,,,
24.21387744,2,41.401,41.4285,,,,
24.25976777,3,41.401,41.4285,,,,
24.27477694,2,41.401,41.4285,,,,
24.28967524,4,23.582,40.214,,,,
24.30485439,3,41.401,41.4285,,,,
24.32893705,2,41.401,41.4285,,,,
24.35114098,3,41.401,41.4285,,,,
24.36820865,3,41.401,41.4285,,,,
24.38597441,4,23.582,40.214,,,,
24.40152764,4,23.582,40.214,,,,
24.4166007,3,41.401,41.4285,,,,
24.4320662,3,41.401,41.4285,,,,
24.45341158,5,23.582,40.214,,,,
24.46900654,3,41.401,41.4285,,,,
24.49789977,4,23.582,40.214,,,,
24.51778579,2,41.401,41.4285,,,,
24.54113722,3,41.401,41.4285,,,,
24.55619264,4,23.582,40.214,,,,
24.57369208,3,41.401,41.4285,,,,
24.58876371,4,23.582,40.214,,,,
24.63930058,4,23.582,40.214,,,,
24.65675378,4,23.582,40.214,,,,
24.67362237,3,41.401,41.4285,,,,
24.69303226,4,23.582,40.214,,,,
24.71794415,2,41.401,41.4285,,,,
24.73654222,3,41.401,41.4285,,,,
24.7512629,3,41.401,41.4285,,,,
24.76648974,3,41.401,41.4285,,,,
24.78763938,4,23.582,40.214,,,,
24.8028965,2,41.401,41.4285,,,,
24.84782171,4,23.582,40.214,,,,
24.86410952,4,23.582,40.214,,,,
24.87976909,4,23.582,40.214,,,,
24.89586878,2,41.401,41.4285,,,,
24.91458201,3,41.401,41.4285,,,,
24.93035221,2,41.401,41.4285,,,,
24.9550643,3,41.401,41.4285,,,,
24.97859836,3,41.401,41.4285,,,,
24.99361444,3,41.401,41.4285,,,,
25.00895572,4,23.582,40.214,,,,
25.02391028,3,41.401,41.4285,,,,
25.04720044,4,23.582,40.214,,,,
25.06419635,2,41.401,41.4285,,,,
25.07939816,2,41.401,41.4285,,,,
25.15135574,4,23.582,40.214,,,,
25.17099476,3,41.401,41.4285,,,,
25.190382,4,23.582,40.214,,,,
25.20876217,3,41.401,41.4285,,,,
25.22696829,4,23.582,40.214,,,,
25.24212313,5,23.582,40.214,,,,
25.25779057,4,23.582,40.214,,,,
25.27743697,3,41.401,41.4285,,,,
25.29855227,5,23.582,40.214,,,,
25.31565213,4,23.582,40.214,,,,
25.3345592,4,23.582,40.214,,,,
25.35050631,4,23.582,40.214,,,,
25.37594533,3,41.401,41.4285,,,,
25.39650774,2,41.401,41.4285,,,,
25.41900444,4,23.582,40.214,,,,
25.43491602,4,23.582,40.214,,,,
25.4525907,3,41.401,41.4285,,,,
25.46837831,3,41.401,41.4285,,,,
25.48446035,4,23.582,40.214,,,,
25.5028832,3,41.401,41.4285,,,,
25.52623415,4,23.582,40.214,,,,
25.54588771,3,41.401,41.4285,,,,
25.56093931,4,23.582,40.214,,,,
25.57641339,4,23.582,40.214,,,,
