Time,Diff Angle,Left Motor Speed,Right Motor Speed,,,,,
20.63240337,3,41.401,41.4285,,,,,
20.65632296,3,41.401,41.4285,,,,,
20.67395997,1,41.401,41.4285,,,,,
20.70590687,2,41.401,41.4285,,,,,
20.72165346,1,41.401,41.4285,,,,,
20.74672627,3,41.401,41.4285,,,,,
20.76321959,3,41.401,41.4285,,,,,
20.85181975,3,41.401,41.4285,,,,,
20.87403703,4,23.582,40.214,,,,,
20.89308453,3,41.401,41.4285,,,,,
20.90971303,3,41.401,41.4285,,,,,
20.93163681,3,41.401,41.4285,,,,,
20.95940876,3,41.401,41.4285,,,,,
20.97486711,3,41.401,41.4285,,,,,
20.99280286,3,41.401,41.4285,,,,,
21.00815678,3,41.401,41.4285,,,,,
21.03004742,3,41.401,41.4285,,,,,
21.12408423,3,41.401,41.4285,,,,,
21.13934112,4,23.582,40.214,,,,,
21.1609838,3,41.401,41.4285,,,,,
21.17685843,3,41.401,41.4285,,,,,
21.20021558,6,23.582,40.214,,,,,
21.23272872,3,41.401,41.4285,,,,,
21.24836397,3,41.401,41.4285,,,,,
21.26394057,6,23.582,40.214,,,,,
21.28694725,4,23.582,40.214,,,,,
21.30812836,3,41.401,41.4285,,,,,
21.32515216,3,41.401,41.4285,,,,,
21.34498715,6,23.582,40.214,,,,,
21.36099458,4,23.582,40.214,,,,,
21.37635589,4,23.582,40.214,,,,,
21.39228654,4,23.582,40.214,,,,,
21.41300344,2,41.401,41.4285,,,,,
21.43622708,3,41.401,41.4285,,,,,
21.45470715,4,23.582,40.214,,,,,
21.47083187,3,41.401,41.4285,,,,,
21.49007034,4,23.582,40.214,,,,,
21.50986743,3,41.401,41.4285,,,,,
21.52811837,3,41.401,41.4285,,,,,
21.54852867,4,23.582,40.214,,,,,
21.56429958,1,41.401,41.4285,,,,,
21.59203196,2,41.401,41.4285,,,,,
21.60700941,3,41.401,41.4285,,,,,
21.62218237,3,41.401,41.4285,,,,,
21.63760352,6,23.582,40.214,,,,,
21.7057066,3,41.401,41.4285,,,,,
21.72135735,3,41.401,41.4285,,,,,
21.74032903,2,41.401,41.4285,,,,,
21.75904989,3,41.401,41.4285,,,,,
21.77767515,2,41.401,41.4285,,,,,
21.81913304,6,23.582,40.214,,,,,
21.83475733,3,41.401,41.4285,,,,,
21.85610485,2,41.401,41.4285,,,,,
21.87292242,2,41.401,41.4285,,,,,
21.88806772,1,41.401,41.4285,,,,,
21.92135215,4,23.582,40.214,,,,,
21.94261456,3,41.401,41.4285,,,,,
21.95791602,4,23.582,40.214,,,,,
21.97654223,3,41.401,41.4285,,,,,
21.99655318,3,41.401,41.4285,,,,,
22.09188247,4,23.582,40.214,,,,,
22.10777497,4,23.582,40.214,,,,,
22.12335205,4,23.582,40.214,,,,,
22.14117122,6,23.582,40.214,,,,,
22.19080544,1,41.401,41.4285,,,,,
22.20717025,3,41.401,41.4285,,,,,
22.2309444,2,41.401,41.4285,,,,,
22.25304246,4,23.582,40.214,,,,,
22.2689743,3,41.401,41.4285,,,,,
22.30276823,3,41.401,41.4285,,,,,
22.3204627,2,41.401,41.4285,,,,,
22.33851576,0,41.842,41.842,,,,,
22.359272,3,41.401,41.4285,,,,,
22.37815166,3,41.401,41.4285,,,,,
22.40953493,2,41.401,41.4285,,,,,
22.42936921,2,41.401,41.4285,,,,,
22.44773531,3,41.401,41.4285,,,,,
22.46616387,2,41.401,41.4285,,,,,
22.48396397,2,41.401,41.4285,,,,,
22.52404881,2,41.401,41.4285,,,,,
22.53918219,3,41.401,41.4285,,,,,
22.55554461,2,41.401,41.4285,,,,,
22.57106709,2,41.401,41.4285,,,,,
22.62433982,3,41.401,41.4285,,,,,
22.64120746,4,23.582,40.214,,,,,
22.65738463,2,41.401,41.4285,,,,,
22.6771915,3,41.401,41.4285,,,,,
22.70364404,2,41.401,41.4285,,,,,
22.73063183,2,41.401,41.4285,,,,,
22.74684095,2,41.401,41.4285,,,,,
22.76209021,3,41.401,41.4285,,,,,
22.78341365,6,23.582,40.214,,,,,
22.80375004,4,23.582,40.214,,,,,
22.8236649,2,41.401,41.4285,,,,,
22.84121227,4,23.582,40.214,,,,,
22.85771775,2,41.401,41.4285,,,,,
22.87266374,3,41.401,41.4285,,,,,
22.88793135,3,41.401,41.4285,,,,,
22.91176057,2,41.401,41.4285,,,,,
22.9335568,1,41.401,41.4285,,,,,
22.95583749,2,41.401,41.4285,,,,,
22.97320056,2,41.401,41.4285,,,,,
22.99109364,3,41.401,41.4285,,,,,
23.01364303,3,41.401,41.4285,,,,,
23.03484273,3,41.401,41.4285,,,,,
23.05291891,2,41.401,41.4285,,,,,
23.07193923,1,41.401,41.4285,,,,,
23.08873463,4,23.582,40.214,,,,,
23.10361505,1,41.401,41.4285,,,,,
23.11866498,2,41.401,41.4285,,,,,
23.13580012,2,41.401,41.4285,,,,,
23.15084815,4,23.582,40.214,,,,,
23.17401862,1,41.401,41.4285,,,,,
23.19045019,2,41.401,41.4285,,,,,
23.21802902,2,41.401,41.4285,,,,,
23.23370934,2,41.401,41.4285,,,,,
23.2490809,4,23.582,40.214,,,,,
23.26557255,2,41.401,41.4285,,,,,
23.28385663,4,23.582,40.214,,,,,
23.32094502,4,23.582,40.214,,,,,
23.33597255,4,23.582,40.214,,,,,
23.35185814,3,41.401,41.4285,,,,,
23.36772704,3,41.401,41.4285,,,,,
23.38624668,3,41.401,41.4285,,,,,
23.40337205,4,23.582,40.214,,,,,
23.42475653,3,41.401,41.4285,,,,,
23.44679332,3,41.401,41.4285,,,,,
23.47009182,4,23.582,40.214,,,,,
23.48652625,2,41.401,41.4285,,,,,
23.50244164,2,41.401,41.4285,,,,,
23.52364111,3,41.401,41.4285,,,,,
23.54688835,2,41.401,41.4285,,,,,
23.56804538,2,41.401,41.4285,,,,,
23.59462285,2,41.401,41.4285,,,,,
23.60964704,3,41.401,41.4285,,,,,
23.62450767,4,23.582,40.214,,,,,
23.64031553,2,41.401,41.4285,,,,,
23.65685916,2,41.401,41.4285,,,,,
23.67919564,2,41.401,41.4285,,,,,
23.70039344,4,23.582,40.214,,,,,
23.71783495,3,41.401,41.4285,,,,,
23.73339176,4,23.582,40.214,,,,,
23.74852681,3,41.401,41.4285,,,,,
23.81482267,3,41.401,41.4285,,,,,
23.83086419,3,41.401,41.4285,,,,,
23.84732366,2,41.401,41.4285,,,,,
23.86655402,2,41.401,41.4285,,,,,
23.91344333,2,41.401,41.4285,,,,,
23.92860079,3,41.401,41.4285,,,,,
23.94378066,2,41.401,41.4285,,,,,
23.96340632,2,41.401,41.4285,,,,,
23.9800272,1,41.401,41.4285,,,,,
24.02064729,2,41.401,41.4285,,,,,
24.03645635,3,41.401,41.4285,,,,,
24.05282712,2,41.401,41.4285,,,,,
24.0687356,3,41.401,41.4285,,,,,
24.09081578,3,41.401,41.4285,,,,,
24.13675332,3,41.401,41.4285,,,,,
24.15777397,2,41.401,41.4285,,,,,
24.17642379,3,41.401,41.4285,,,,,
24.2006917,4,23.582,40.214,,,,,
24.21870875,3,41.401,41.4285,,,,,
24.24698567,3,41.401,41.4285,,,,,
24.26715064,4,23.582,40.214,,,,,
24.28346372,3,41.401,41.4285,,,,,
24.30245328,4,23.582,40.214,,,,,
24.3505969,3,41.401,41.4285,,,,,
24.36568999,3,41.401,41.4285,,,,,
24.38081789,3,41.401,41.4285,,,,,
24.3974123,4,23.582,40.214,,,,,
24.41393661,2,41.401,41.4285,,,,,
24.4586525,4,23.582,40.214,,,,,
24.4735508,4,23.582,40.214,,,,,
24.48971677,4,23.582,40.214,,,,,
24.50544739,3,41.401,41.4285,,,,,
24.52842665,4,23.582,40.214,,,,,
24.57309484,3,41.401,41.4285,,,,,
24.5888226,6,23.582,40.214,,,,,
24.60526061,4,23.582,40.214,,,,,
24.62838221,3,41.401,41.4285,,,,,
24.65673137,3,41.401,41.4285,,,,,
24.6803267,3,41.401,41.4285,,,,,
24.69572973,4,23.582,40.214,,,,,
24.71240878,3,41.401,41.4285,,,,,
24.73432159,3,41.401,41.4285,,,,,
24.7574842,4,23.582,40.214,,,,,
24.78176045,4,23.582,40.214,,,,,
24.79826427,3,41.401,41.4285,,,,,
24.81476784,3,41.401,41.4285,,,,,
24.8358407,3,41.401,41.4285,,,,,
24.89300275,4,23.582,40.214,,,,,
24.90929484,3,41.401,41.4285,,,,,
24.92972183,6,23.582,40.214,,,,,
24.94800377,4,23.582,40.214,,,,,
24.9658556,4,23.582,40.214,,,,,
24.99904871,3,41.401,41.4285,,,,,
25.01488781,4,23.582,40.214,,,,,
25.03666568,4,23.582,40.214,,,,,
25.05534053,4,23.582,40.214,,,,,
25.0746038,3,41.401,41.4285,,,,,
25.11630726,4,23.582,40.214,,,,,
25.13143492,3,41.401,41.4285,,,,,
25.14661169,4,23.582,40.214,,,,,
25.16822171,4,23.582,40.214,,,,,
25.18333721,4,23.582,40.214,,,,,
25.2045393,4,23.582,40.214,,,,,
25.22371364,3,41.401,41.4285,,,,,
25.24002838,2,41.401,41.4285,,,,,
25.25568295,4,23.582,40.214,,,,,
25.32867646,4,23.582,40.214,,,,,
25.3444097,3,41.401,41.4285,,,,,
25.36636615,2,41.401,41.4285,,,,,
25.38520479,4,23.582,40.214,,,,,
25.40024614,3,41.401,41.4285,,,,,
25.49890447,3,41.401,41.4285,,,,,
25.52135181,4,23.582,40.214,,,,,
25.54176641,2,41.401,41.4285,,,,,
25.55947781,4,23.582,40.214,,,,,
25.57502532,4,23.582,40.214,,,,,
25.62294507,3,41.401,41.4285,,,,,
25.63836646,3,41.401,41.4285,,,,,
25.65686703,1,41.401,41.4285,,,,,
25.67716026,4,23.582,40.214,,,,,
25.72633266,3,41.401,41.4285,,,,,
25.74256706,4,23.582,40.214,,,,,
25.75832009,3,41.401,41.4285,,,,,
25.78578758,3,41.401,41.4285,,,,,
25.80394292,3,41.401,41.4285,,,,,
25.83220816,4,23.582,40.214,,,,,
25.85092545,3,41.401,41.4285,,,,,
25.87451315,2,41.401,41.4285,,,,,
25.89181972,3,41.401,41.4285,,,,,
25.90738988,6,23.582,40.214,,,,,
25.92321181,3,41.401,41.4285,,,,,
25.93906546,3,41.401,41.4285,,,,,
25.98689914,2,41.401,41.4285,,,,,
26.00467539,2,41.401,41.4285,,,,,
26.02245545,2,41.401,41.4285,,,,,
26.03928566,3,41.401,41.4285,,,,,
26.06337142,2,41.401,41.4285,,,,,
26.14129543,2,41.401,41.4285,,,,,
26.15814161,2,41.401,41.4285,,,,,
26.17313099,3,41.401,41.4285,,,,,
26.19374156,3,41.401,41.4285,,,,,
26.21556807,3,41.401,41.4285,,,,,
26.25389338,4,23.582,40.214,,,,,
26.26906967,3,41.401,41.4285,,,,,
26.28398156,2,41.401,41.4285,,,,,
26.29895711,4,23.582,40.214,,,,,
26.31659746,2,41.401,41.4285,,,,,
26.3318131,3,41.401,41.4285,,,,,
26.35043383,6,23.582,40.214,,,,,
26.36717439,4,23.582,40.214,,,,,
26.38421655,4,23.582,40.214,,,,,
26.40970159,3,41.401,41.4285,,,,,
26.42480206,4,23.582,40.214,,,,,
26.44495559,3,41.401,41.4285,,,,,
26.46234512,3,41.401,41.4285,,,,,
26.47926497,4,23.582,40.214,,,,,
26.5709877,6,23.582,40.214,,,,,
26.58606267,3,41.401,41.4285,,,,,
26.6009531,6,23.582,40.214,,,,,
26.61633205,3,41.401,41.4285,,,,,
26.63641167,3,41.401,41.4285,,,,,
26.6528275,3,41.401,41.4285,,,,,
26.67306852,3,41.401,41.4285,,,,,
26.69238687,4,23.582,40.214,,,,,
26.70791531,4,23.582,40.214,,,,,
26.72613549,6,23.582,40.214,,,,,
26.74124622,3,41.401,41.4285,,,,,
26.76063204,3,41.401,41.4285,,,,,
26.77579284,4,23.582,40.214,,,,,
26.7967639,4,23.582,40.214,,,,,
26.84055662,3,41.401,41.4285,,,,,
26.85699224,2,41.401,41.4285,,,,,
26.87413311,4,23.582,40.214,,,,,
26.89521527,3,41.401,41.4285,,,,,
26.91192532,3,41.401,41.4285,,,,,
27.00659251,3,41.401,41.4285,,,,,
27.02197146,2,41.401,41.4285,,,,,
27.03749347,3,41.401,41.4285,,,,,
27.06216717,3,41.401,41.4285,,,,,
27.08322072,3,41.401,41.4285,,,,,
27.1050334,3,41.401,41.4285,,,,,
27.12039256,2,41.401,41.4285,,,,,
27.13576818,3,41.401,41.4285,,,,,
27.15082479,3,41.401,41.4285,,,,,
27.16583943,2,41.401,41.4285,,,,,
