Date,Time,Latitude,Longitude
20/4/24,01:42:56,2.946264,101.875225
20/4/24,01:42:57,2.946266,101.875226
20/4/24,01:42:58,2.946268,101.875229
20/4/24,01:42:59,2.94627,101.875231
20/4/24,01:43:00,2.946271,101.875232
20/4/24,01:43:01,2.946273,101.875234
20/4/24,01:43:02,2.946274,101.875235
20/4/24,01:43:03,2.946276,101.875236
20/4/24,01:43:04,2.946277,101.875237
20/4/24,01:43:05,2.946278,101.875239
20/4/24,01:43:06,2.946278,101.87524
20/4/24,01:43:07,2.946278,101.875241
20/4/24,01:43:08,2.946279,101.875242
20/4/24,01:43:09,2.946279,101.875242
20/4/24,01:43:10,2.946279,101.875242
20/4/24,01:43:11,2.946279,101.875242
20/4/24,01:43:12,2.94628,101.875243
20/4/24,01:43:13,2.94628,101.875244
20/4/24,01:43:14,2.946281,101.875244
20/4/24,01:43:15,2.946281,101.875245
20/4/24,01:43:16,2.946281,101.875246
20/4/24,01:43:17,2.946281,101.875247
20/4/24,01:43:18,2.946281,101.875247
20/4/24,01:43:19,2.946281,101.875248
20/4/24,01:43:20,2.946281,101.875249
20/4/24,01:43:21,2.946282,101.875249
20/4/24,01:43:22,2.946282,101.87525
20/4/24,01:43:23,2.946282,101.87525
20/4/24,01:43:24,2.946283,101.87525
20/4/24,01:43:25,2.946283,101.875251
20/4/24,01:43:26,2.946283,101.875251
20/4/24,01:43:27,2.946283,101.875251
20/4/24,01:43:28,2.946284,101.875251
20/4/24,01:43:29,2.946284,101.875251
20/4/24,01:43:30,2.946284,101.875251
20/4/24,01:43:31,2.946284,101.875251
20/4/24,01:43:32,2.946284,101.87525
20/4/24,01:43:33,2.946284,101.87525
20/4/24,01:43:34,2.946285,101.87525
20/4/24,01:43:35,2.946285,101.875249
20/4/24,01:43:36,2.946286,101.875249
20/4/24,01:43:37,2.946286,101.875249
20/4/24,01:43:38,2.946286,101.875248
20/4/24,01:43:39,2.946286,101.875248
20/4/24,01:43:40,2.946286,101.875248
20/4/24,01:43:41,2.946286,101.875247
20/4/24,01:43:42,2.946286,101.875246
20/4/24,01:43:43,2.946287,101.875246
20/4/24,01:43:44,2.946287,101.875245
20/4/24,01:43:45,2.946287,101.875245
20/4/24,01:43:46,2.946287,101.875244
20/4/24,01:43:47,2.946288,101.875244
20/4/24,01:43:48,2.946288,101.875243
20/4/24,01:43:49,2.946288,101.875242
20/4/24,01:43:50,2.946289,101.875242
20/4/24,01:43:51,2.946289,101.875242
20/4/24,01:43:52,2.946289,101.875242
20/4/24,01:43:53,2.946289,101.875241
20/4/24,01:43:54,2.94629,101.875241
20/4/24,01:43:55,2.94629,101.87524
20/4/24,01:43:56,2.94629,101.87524
20/4/24,01:43:57,2.94629,101.87524
20/4/24,01:43:58,2.94629,101.87524
20/4/24,01:43:59,2.94629,101.875239
20/4/24,01:44:00,2.94629,101.875239
20/4/24,01:44:01,2.94629,101.875239
20/4/24,01:44:02,2.94629,101.875238
20/4/24,01:44:03,2.94629,101.875237
20/4/24,01:44:04,2.946291,101.875236
20/4/24,01:44:05,2.946291,101.875236
20/4/24,01:44:06,2.946291,101.875236
20/4/24,01:44:07,2.946292,101.875236
20/4/24,01:44:08,2.946291,101.875236
20/4/24,01:44:09,2.946291,101.875236
20/4/24,01:44:10,2.946292,101.875236
20/4/24,01:44:11,2.946291,101.875236
20/4/24,01:44:12,2.946291,101.875236
20/4/24,01:44:13,2.946291,101.875236
20/4/24,01:44:14,2.946291,101.875236
20/4/24,01:44:15,2.946291,101.875237
20/4/24,01:44:16,2.946291,101.875237
20/4/24,01:44:17,2.946292,101.875237
20/4/24,01:44:18,2.946291,101.875237
20/4/24,01:44:19,2.946291,101.875237
20/4/24,01:44:20,2.946291,101.875238
20/4/24,01:44:21,2.946292,101.875238
20/4/24,01:44:22,2.946292,101.875238
20/4/24,01:44:23,2.946292,101.875238
20/4/24,01:44:24,2.946292,101.875238
20/4/24,01:44:25,2.946292,101.875239
20/4/24,01:44:26,2.946292,101.875238
20/4/24,01:44:27,2.946292,101.875238
20/4/24,01:44:28,2.946292,101.875238
20/4/24,01:44:29,2.946291,101.875238
20/4/24,01:44:30,2.946291,101.875237
20/4/24,01:44:31,2.946292,101.875237
20/4/24,01:44:32,2.946291,101.875236
20/4/24,01:44:33,2.94629,101.875236
20/4/24,01:44:34,2.94629,101.875236
20/4/24,01:44:35,2.94629,101.875235
20/4/24,01:44:36,2.946289,101.875235
20/4/24,01:44:37,2.94629,101.875234
20/4/24,01:44:38,2.94629,101.875234
20/4/24,01:44:39,2.946289,101.875233
20/4/24,01:44:40,2.946289,101.875233
20/4/24,01:44:41,2.946289,101.875233
20/4/24,01:44:42,2.946289,101.875233
20/4/24,01:44:43,2.946288,101.875233
