Date,Time,Latitude,Longitude
19/4/24,23:48:26,2.944699,101.874453
19/4/24,23:48:27,2.944698,101.874451
19/4/24,23:48:28,2.944698,101.87445
19/4/24,23:48:29,2.944699,101.874448
19/4/24,23:48:30,2.9447,101.874446
19/4/24,23:48:31,2.9447,101.874444
19/4/24,23:48:32,2.944699,101.874443
19/4/24,23:48:33,2.944699,101.874443
19/4/24,23:48:34,2.944698,101.874442
19/4/24,23:48:35,2.944698,101.874443
19/4/24,23:48:36,2.944698,101.874443
19/4/24,23:48:37,2.944698,101.874443
19/4/24,23:48:38,2.944698,101.874443
19/4/24,23:48:39,2.944698,101.874443
19/4/24,23:48:40,2.944698,101.874443
19/4/24,23:48:41,2.944698,101.874442
19/4/24,23:48:42,2.944698,101.874442
19/4/24,23:48:43,2.944697,101.874442
19/4/24,23:48:44,2.944697,101.874441
19/4/24,23:48:45,2.944697,101.874441
19/4/24,23:48:46,2.944697,101.874441
19/4/24,23:48:47,2.944697,101.874441
19/4/24,23:48:48,2.944697,101.874441
19/4/24,23:48:49,2.944697,101.874442
19/4/24,23:48:50,2.944697,101.874442
19/4/24,23:48:51,2.944698,101.874442
19/4/24,23:48:52,2.944698,101.874442
19/4/24,23:48:53,2.944698,101.874442
19/4/24,23:48:54,2.944698,101.874442
19/4/24,23:48:55,2.944698,101.874443
19/4/24,23:48:56,2.944698,101.874443
19/4/24,23:48:57,2.944698,101.874444
19/4/24,23:48:58,2.944699,101.874443
19/4/24,23:48:59,2.944699,101.874444
19/4/24,23:49:00,2.944698,101.874444
19/4/24,23:49:01,2.944698,101.874445
19/4/24,23:49:02,2.944698,101.874446
19/4/24,23:49:03,2.944698,101.874446
19/4/24,23:49:04,2.944698,101.874447
19/4/24,23:49:05,2.944698,101.874448
19/4/24,23:49:06,2.944698,101.874448
19/4/24,23:49:07,2.944699,101.874449
19/4/24,23:49:08,2.944699,101.874449
19/4/24,23:49:09,2.944699,101.87445
19/4/24,23:49:10,2.9447,101.87445
19/4/24,23:49:11,2.9447,101.87445
19/4/24,23:49:12,2.9447,101.87445
19/4/24,23:49:13,2.9447,101.87445
19/4/24,23:49:14,2.9447,101.87445
19/4/24,23:49:15,2.9447,101.87445
19/4/24,23:49:16,2.9447,101.874449
19/4/24,23:49:17,2.9447,101.874449
19/4/24,23:49:18,2.9447,101.874449
19/4/24,23:49:19,2.9447,101.874448
19/4/24,23:49:20,2.9447,101.874448
19/4/24,23:49:21,2.9447,101.874448
19/4/24,23:49:22,2.944699,101.874448
19/4/24,23:49:23,2.944699,101.874447
19/4/24,23:49:24,2.944699,101.874447
19/4/24,23:49:25,2.944699,101.874446
19/4/24,23:49:26,2.944699,101.874446
19/4/24,23:49:27,2.944699,101.874446
19/4/24,23:49:28,2.944699,101.874446
19/4/24,23:49:29,2.9447,101.874447
19/4/24,23:49:30,2.9447,101.874447
19/4/24,23:49:31,2.944699,101.874447
19/4/24,23:49:32,2.9447,101.874447
19/4/24,23:49:33,2.944699,101.874447
19/4/24,23:49:34,2.944699,101.874447
19/4/24,23:49:35,2.944699,101.874446
19/4/24,23:49:36,2.944699,101.874446
19/4/24,23:49:37,2.944699,101.874446
19/4/24,23:49:38,2.944699,101.874445
19/4/24,23:49:39,2.944699,101.874445
19/4/24,23:49:40,2.944699,101.874445
19/4/24,23:49:41,2.944699,101.874445
19/4/24,23:49:42,2.944699,101.874445
19/4/24,23:49:43,2.944698,101.874445
19/4/24,23:49:44,2.944698,101.874445
19/4/24,23:49:45,2.944698,101.874445
19/4/24,23:49:46,2.944697,101.874444
19/4/24,23:49:47,2.944696,101.874443
19/4/24,23:49:48,2.944696,101.874443
19/4/24,23:49:49,2.944696,101.874443
19/4/24,23:49:50,2.944695,101.874442
19/4/24,23:49:51,2.944695,101.874442
19/4/24,23:49:52,2.944694,101.874442
19/4/24,23:49:53,2.944694,101.874442
19/4/24,23:49:54,2.944694,101.874442
19/4/24,23:49:55,2.944694,101.874442
19/4/24,23:49:56,2.944694,101.874442
19/4/24,23:49:57,2.944694,101.874442
19/4/24,23:49:58,2.944694,101.874442
19/4/24,23:49:59,2.944693,101.874442
19/4/24,23:50:00,2.944693,101.874442
19/4/24,23:50:01,2.944693,101.874442
19/4/24,23:50:02,2.944694,101.874442
19/4/24,23:50:03,2.944694,101.874443
19/4/24,23:50:04,2.944694,101.874444
19/4/24,23:50:05,2.944694,101.874444
19/4/24,23:50:06,2.944694,101.874445
19/4/24,23:50:07,2.944694,101.874445
19/4/24,23:50:08,2.944694,101.874445
19/4/24,23:50:09,2.944694,101.874446
19/4/24,23:50:10,2.944693,101.874445
19/4/24,23:50:11,2.944693,101.874445
19/4/24,23:50:12,2.944693,101.874445
19/4/24,23:50:13,2.944694,101.874445
19/4/24,23:50:14,2.944693,101.874446
19/4/24,23:50:15,2.944694,101.874447
19/4/24,23:50:16,2.944694,101.874448
19/4/24,23:50:17,2.944694,101.874448
19/4/24,23:50:18,2.944694,101.874448
19/4/24,23:50:19,2.944694,101.874448
19/4/24,23:50:20,2.944694,101.874448
19/4/24,23:50:21,2.944694,101.874448
19/4/24,23:50:22,2.944694,101.874449
19/4/24,23:50:23,2.944694,101.874449
19/4/24,23:50:24,2.944694,101.874449
19/4/24,23:50:25,2.944695,101.874449
19/4/24,23:50:26,2.944695,101.87445
19/4/24,23:50:27,2.944695,101.87445
19/4/24,23:50:28,2.944695,101.874451
19/4/24,23:50:29,2.944696,101.874451
19/4/24,23:50:30,2.944697,101.874452
19/4/24,23:50:31,2.944697,101.874452
19/4/24,23:50:32,2.944697,101.874452
19/4/24,23:50:33,2.944697,101.874452
19/4/24,23:50:34,2.944697,101.874452
19/4/24,23:50:35,2.944697,101.874452
19/4/24,23:50:36,2.944698,101.874452
19/4/24,23:50:37,2.944698,101.874452
19/4/24,23:50:38,2.944698,101.874451
19/4/24,23:50:39,2.944698,101.874451
19/4/24,23:50:40,2.944698,101.874451
19/4/24,23:50:41,2.944698,101.874451
19/4/24,23:50:42,2.944697,101.87445
19/4/24,23:50:43,2.944697,101.874449
19/4/24,23:50:44,2.944696,101.874449
19/4/24,23:50:45,2.944696,101.874448
19/4/24,23:50:46,2.944696,101.874448
19/4/24,23:50:47,2.944695,101.874448
19/4/24,23:50:48,2.944696,101.874448
19/4/24,23:50:49,2.944695,101.874448
19/4/24,23:50:50,2.944696,101.874448
19/4/24,23:50:51,2.944696,101.874447
19/4/24,23:50:52,2.944696,101.874447
19/4/24,23:50:53,2.944696,101.874447
19/4/24,23:50:54,2.944696,101.874447
19/4/24,23:50:55,2.944696,101.874447
19/4/24,23:50:56,2.944696,101.874447
19/4/24,23:50:57,2.944695,101.874447
19/4/24,23:50:58,2.944695,101.874446
19/4/24,23:50:59,2.944695,101.874447
19/4/24,23:51:00,2.944695,101.874447
19/4/24,23:51:01,2.944695,101.874447
19/4/24,23:51:02,2.944695,101.874447
19/4/24,23:51:03,2.944695,101.874447
19/4/24,23:51:04,2.944695,101.874446
19/4/24,23:51:05,2.944695,101.874446
19/4/24,23:51:06,2.944695,101.874446
19/4/24,23:51:07,2.944695,101.874446
19/4/24,23:51:08,2.944694,101.874445
19/4/24,23:51:09,2.944694,101.874445
19/4/24,23:51:10,2.944694,101.874445
19/4/24,23:51:11,2.944694,101.874445
19/4/24,23:51:12,2.944694,101.874445
19/4/24,23:51:13,2.944694,101.874445
19/4/24,23:51:14,2.944694,101.874445
19/4/24,23:51:15,2.944693,101.874444
