Date,Time,Latitude,Longitude
18/4/24,02:39:46,2.946282,101.875244
18/4/24,02:39:47,2.946286,101.875238
18/4/24,02:39:48,2.946289,101.87524
18/4/24,02:39:49,2.946289,101.87524
18/4/24,02:39:50,2.94629,101.87524
18/4/24,02:39:51,2.946292,101.875239
18/4/24,02:39:52,2.946295,101.875237
18/4/24,02:39:53,2.946297,101.875236
18/4/24,02:39:54,2.946298,101.875235
18/4/24,02:39:55,2.946299,101.875234
18/4/24,02:39:56,2.9463,101.875234
18/4/24,02:39:57,2.9463,101.875233
18/4/24,02:39:58,2.9463,101.875233
18/4/24,02:39:59,2.9463,101.875233
18/4/24,02:40:00,2.9463,101.875233
18/4/24,02:40:01,2.946299,101.875233
18/4/24,02:40:02,2.946299,101.875233
18/4/24,02:40:03,2.946299,101.875233
18/4/24,02:40:04,2.946299,101.875233
18/4/24,02:40:05,2.946299,101.875234
18/4/24,02:40:06,2.946299,101.875234
18/4/24,02:40:07,2.946299,101.875234
18/4/24,02:40:08,2.946298,101.875234
18/4/24,02:40:09,2.946298,101.875234
18/4/24,02:40:10,2.946298,101.875234
18/4/24,02:40:11,2.946298,101.875234
18/4/24,02:40:12,2.946298,101.875234
18/4/24,02:40:13,2.946298,101.875234
18/4/24,02:40:14,2.946297,101.875234
18/4/24,02:40:15,2.946297,101.875234
18/4/24,02:40:16,2.946297,101.875234
18/4/24,02:40:17,2.946297,101.875234
18/4/24,02:40:18,2.946296,101.875233
18/4/24,02:40:19,2.946296,101.875232
18/4/24,02:40:20,2.946296,101.875232
18/4/24,02:40:21,2.946296,101.875232
18/4/24,02:40:22,2.946296,101.875231
18/4/24,02:40:23,2.946296,101.875231
18/4/24,02:40:24,2.946296,101.875231
18/4/24,02:40:25,2.946296,101.875231
18/4/24,02:40:26,2.946296,101.87523
18/4/24,02:40:27,2.946296,101.87523
18/4/24,02:40:28,2.946296,101.87523
18/4/24,02:40:29,2.946296,101.875229
18/4/24,02:40:30,2.946296,101.875229
18/4/24,02:40:31,2.946297,101.875229
18/4/24,02:40:32,2.946298,101.875228
18/4/24,02:40:33,2.946299,101.875228
18/4/24,02:40:34,2.9463,101.875228
18/4/24,02:40:35,2.9463,101.875227
18/4/24,02:40:36,2.946301,101.875227
18/4/24,02:40:37,2.946302,101.875227
18/4/24,02:40:38,2.946303,101.875227
18/4/24,02:40:39,2.946303,101.875227
18/4/24,02:40:40,2.946304,101.875227
18/4/24,02:40:41,2.946304,101.875228
18/4/24,02:40:42,2.946304,101.875228
18/4/24,02:40:43,2.946305,101.875228
18/4/24,02:40:44,2.946305,101.875228
18/4/24,02:40:45,2.946306,101.875228
18/4/24,02:40:46,2.946306,101.875228
18/4/24,02:40:47,2.946307,101.875229
18/4/24,02:40:48,2.946307,101.875229
18/4/24,02:40:49,2.946307,101.875229
18/4/24,02:40:50,2.946308,101.875228
18/4/24,02:40:51,2.946308,101.875229
18/4/24,02:40:52,2.946309,101.875229
18/4/24,02:40:53,2.946309,101.875229
18/4/24,02:40:54,2.946309,101.875229
18/4/24,02:40:55,2.946309,101.875229
18/4/24,02:40:56,2.946309,101.875229
18/4/24,02:40:57,2.946309,101.875228
18/4/24,02:40:58,2.946309,101.875229
18/4/24,02:40:59,2.946309,101.875229
18/4/24,02:41:00,2.946309,101.875229
18/4/24,02:41:01,2.946309,101.875229
18/4/24,02:41:02,2.946309,101.875229
18/4/24,02:41:03,2.946308,101.875229
18/4/24,02:41:04,2.946308,101.875229
18/4/24,02:41:05,2.946308,101.875229
18/4/24,02:41:06,2.946308,101.87523
18/4/24,02:41:07,2.946307,101.87523
18/4/24,02:41:08,2.946306,101.87523
18/4/24,02:41:09,2.946305,101.875231
18/4/24,02:41:10,2.946305,101.875231
18/4/24,02:41:11,2.946304,101.875231
18/4/24,02:41:12,2.946304,101.875231
18/4/24,02:41:13,2.946303,101.875232
18/4/24,02:41:14,2.946303,101.875232
18/4/24,02:41:15,2.946302,101.875232
18/4/24,02:41:16,2.946302,101.875232
18/4/24,02:41:17,2.946301,101.875232
18/4/24,02:41:18,2.946301,101.875233
18/4/24,02:41:19,2.9463,101.875233
18/4/24,02:41:20,2.9463,101.875233
18/4/24,02:41:21,2.946299,101.875233
18/4/24,02:41:22,2.946299,101.875233
18/4/24,02:41:23,2.946299,101.875233
18/4/24,02:41:24,2.946299,101.875233
18/4/24,02:41:25,2.946298,101.875233
18/4/24,02:41:26,2.946298,101.875233
18/4/24,02:41:27,2.946298,101.875233
18/4/24,02:41:28,2.946298,101.875233
18/4/24,02:41:29,2.946298,101.875233
18/4/24,02:41:30,2.946297,101.875233
18/4/24,02:41:31,2.946298,101.875233
18/4/24,02:41:32,2.946298,101.875233
18/4/24,02:41:33,2.946298,101.875233
18/4/24,02:41:34,2.946298,101.875233
18/4/24,02:41:35,2.946299,101.875233
18/4/24,02:41:36,2.946299,101.875233
18/4/24,02:41:37,2.946299,101.875232
18/4/24,02:41:38,2.946299,101.875232
18/4/24,02:41:39,2.946299,101.875232
18/4/24,02:41:40,2.9463,101.875232
18/4/24,02:41:41,2.9463,101.875232
18/4/24,02:41:42,2.9463,101.875232
18/4/24,02:41:43,2.946299,101.875231
18/4/24,02:41:44,2.946299,101.875231
18/4/24,02:41:45,2.946299,101.875231
18/4/24,02:41:46,2.946299,101.875231
18/4/24,02:41:47,2.946298,101.875231
18/4/24,02:41:48,2.946298,101.875231
18/4/24,02:41:49,2.946298,101.875231
18/4/24,02:41:50,2.946298,101.87523
18/4/24,02:41:51,2.946298,101.87523
18/4/24,02:41:52,2.946298,101.87523
18/4/24,02:41:53,2.946298,101.87523
18/4/24,02:41:54,2.946298,101.87523
18/4/24,02:41:55,2.946298,101.87523
18/4/24,02:41:56,2.946298,101.875229
18/4/24,02:41:57,2.946298,101.875229
18/4/24,02:41:58,2.946298,101.875229
18/4/24,02:41:59,2.946298,101.875228
18/4/24,02:42:00,2.946298,101.875228
18/4/24,02:42:01,2.946299,101.875228
18/4/24,02:42:02,2.946299,101.875227
18/4/24,02:42:03,2.946299,101.875227
18/4/24,02:42:04,2.946299,101.875226
18/4/24,02:42:05,2.946299,101.875226
18/4/24,02:42:06,2.9463,101.875226
18/4/24,02:42:07,2.9463,101.875225
18/4/24,02:42:08,2.9463,101.875225
18/4/24,02:42:09,2.9463,101.875225
18/4/24,02:42:10,2.9463,101.875224
18/4/24,02:42:11,2.9463,101.875224
18/4/24,02:42:12,2.946301,101.875224
18/4/24,02:42:13,2.946301,101.875223
18/4/24,02:42:14,2.946301,101.875223
18/4/24,02:42:15,2.946301,101.875223
18/4/24,02:42:16,2.946302,101.875223
18/4/24,02:42:17,2.946302,101.875222
18/4/24,02:42:18,2.946301,101.875222
18/4/24,02:42:19,2.946301,101.875222
18/4/24,02:42:20,2.946301,101.875222
18/4/24,02:42:21,2.946301,101.875222
18/4/24,02:42:22,2.946301,101.875222
18/4/24,02:42:23,2.946301,101.875222
18/4/24,02:42:24,2.9463,101.875222
18/4/24,02:42:25,2.9463,101.875222
18/4/24,02:42:26,2.9463,101.875222
18/4/24,02:42:27,2.9463,101.875222
18/4/24,02:42:28,2.946299,101.875222
18/4/24,02:42:29,2.946299,101.875222
18/4/24,02:42:30,2.946298,101.875222
18/4/24,02:42:31,2.946298,101.875223
18/4/24,02:42:32,2.946297,101.875223
18/4/24,02:42:33,2.946296,101.875223
18/4/24,02:42:34,2.946296,101.875223
18/4/24,02:42:35,2.946295,101.875223
18/4/24,02:42:36,2.946295,101.875223
18/4/24,02:42:37,2.946295,101.875223
18/4/24,02:42:38,2.946295,101.875223
18/4/24,02:42:39,2.946295,101.875224
18/4/24,02:42:40,2.946295,101.875224
18/4/24,02:42:41,2.946294,101.875224
18/4/24,02:42:42,2.946294,101.875224
18/4/24,02:42:43,2.946294,101.875224
18/4/24,02:42:44,2.946294,101.875224
18/4/24,02:42:45,2.946294,101.875224
18/4/24,02:42:46,2.946294,101.875224
18/4/24,02:42:47,2.946294,101.875224
18/4/24,02:42:48,2.946295,101.875224
18/4/24,02:42:49,2.946295,101.875225
18/4/24,02:42:50,2.946295,101.875225
18/4/24,02:42:51,2.946295,101.875225
18/4/24,02:42:52,2.946295,101.875225
18/4/24,02:42:53,2.946295,101.875225
18/4/24,02:42:54,2.946295,101.875225
18/4/24,02:42:55,2.946295,101.875226
18/4/24,02:42:56,2.946295,101.875226
18/4/24,02:42:57,2.946295,101.875226
18/4/24,02:42:58,2.946295,101.875226
18/4/24,02:42:59,2.946295,101.875227
18/4/24,02:43:00,2.946295,101.875227
18/4/24,02:43:01,2.946294,101.875227
18/4/24,02:43:02,2.946294,101.875228
18/4/24,02:43:03,2.946294,101.875228
18/4/24,02:43:04,2.946294,101.875228
18/4/24,02:43:05,2.946294,101.875228
18/4/24,02:43:06,2.946294,101.875229
18/4/24,02:43:07,2.946294,101.875229
18/4/24,02:43:08,2.946294,101.875229
18/4/24,02:43:09,2.946293,101.875229
