Date,Time,Latitude,Longitude,Bearing,Angle,Diff Angle,Left Motor Speed,Right Motor Speed
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,57,17.45775758228669,6.593999999999999,16.782
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,59,19.45775758228669,6.5856,16.7604
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,56,16.45775758228669,6.593999999999999,16.782
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,57,17.45775758228669,6.593999999999999,16.782
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,57,17.45775758228669,6.593999999999999,16.782
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,56,16.45775758228669,6.593999999999999,16.782
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,52,12.457757582286689,6.5966000000000005,16.789
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,55,15.457757582286689,6.593999999999999,16.782
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,59,19.45775758228669,6.5856,16.7604
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,60,20.45775758228669,6.5856,16.7604
17/3/24,07:49:51,2.944445,101.87407,39.54224241771331,58,18.45775758228669,6.5856,16.7604
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,29,-10.45138310599529,16.0856,9.4328
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,29,-10.45138310599529,16.0856,9.4328
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,29,-10.45138310599529,16.0856,9.4328
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,29,-10.45138310599529,16.0856,9.4328
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,28,-11.45138310599529,16.791,6.5974
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,27,-12.45138310599529,16.791,6.5974
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,25,-14.45138310599529,16.789,6.5966000000000005
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,24,-15.45138310599529,16.789,6.5966000000000005
17/3/24,07:49:52,2.944445,101.874071,39.45138310599529,23,-16.45138310599529,16.789,6.5966000000000005
