Date,Time,Latitude,Longitude,Bearing,Angle,Diff Angle,Left Motor Speed,Right Motor Speed
20/3/24,07:14:16,2.944804,101.873451,99.4289072599747,314,-145.4289072599747,5.0,0.0
20/3/24,07:14:16,2.944804,101.873451,99.4289072599747,314,-145.4289072599747,5.0,0.0
20/3/24,07:14:16,2.944804,101.873451,99.4289072599747,314,-145.4289072599747,5.0,0.0
20/3/24,07:14:16,2.944804,101.873451,99.4289072599747,313,-146.4289072599747,5.0,0.0
20/3/24,07:14:16,2.944804,101.873451,99.4289072599747,312,-147.4289072599747,5.0,0.0
20/3/24,07:14:16,2.944804,101.873451,99.4289072599747,314,-145.4289072599747,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,317,-142.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,318,-141.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,318,-141.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,318,-141.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,319,-140.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,318,-141.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,316,-143.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,315,-144.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,314,-145.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,315,-144.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,314,-145.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,314,-145.62186837634425,5.0,0.0
20/3/24,07:14:17,2.944808,101.873444,99.62186837634425,314,-145.62186837634425,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,316,-143.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,318,-141.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,318,-141.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,319,-140.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,320,-139.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,321,-138.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,321,-138.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,319,-140.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,318,-141.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,318,-141.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,317,-142.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,316,-143.8786159655806,5.0,0.0
20/3/24,07:14:18,2.944813,101.873437,99.87861596558061,317,-142.8786159655806,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,319,-141.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,320,-140.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,320,-140.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,321,-139.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,322,-138.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,323,-137.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,323,-137.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,322,-138.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,322,-138.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,319,-141.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,318,-142.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,318,-142.25176198328444,5.0,0.0
20/3/24,07:14:19,2.94482,101.873429,100.25176198328444,317,-143.25176198328444,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,317,-143.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,319,-141.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,320,-140.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,320,-140.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,321,-139.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,321,-139.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,322,-138.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,322,-138.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,322,-138.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,321,-139.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,320,-140.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,319,-141.7074246435028,5.0,0.0
20/3/24,07:14:20,2.944828,101.873423,100.70742464350279,318,-142.7074246435028,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,317,-144.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,318,-143.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,319,-142.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,318,-143.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,318,-143.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,319,-142.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,319,-142.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,318,-143.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,319,-142.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,319,-142.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,318,-143.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,316,-145.2204102323027,5.0,0.0
20/3/24,07:14:21,2.944837,101.873417,101.22041023230268,316,-145.2204102323027,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,311,-150.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,312,-149.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,312,-149.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,314,-147.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,314,-147.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,315,-146.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,317,-144.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,318,-143.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,318,-143.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,319,-142.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,320,-141.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,320,-141.44114528934244,5.0,0.0
20/3/24,07:14:22,2.944841,101.873414,101.44114528934246,319,-142.44114528934244,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,317,-144.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,316,-145.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,317,-144.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,317,-144.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,317,-144.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,319,-142.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,320,-141.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,321,-140.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,321,-140.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,322,-139.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,321,-140.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,322,-139.71107653279097,5.0,0.0
20/3/24,07:14:23,2.944846,101.87341,101.71107653279095,322,-139.71107653279097,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,318,-143.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,320,-141.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,319,-142.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,319,-142.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,319,-142.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,319,-142.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,319,-142.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,320,-141.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,321,-140.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,322,-139.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,323,-138.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,323,-138.91404782849298,5.0,0.0
20/3/24,07:14:24,2.94485,101.873406,101.91404782849297,323,-138.91404782849298,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,319,-143.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,319,-143.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,318,-144.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,318,-144.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,318,-144.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,318,-144.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,318,-144.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,319,-143.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,319,-143.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,321,-141.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,323,-139.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,324,-138.2640193990967,5.0,0.0
20/3/24,07:14:25,2.944857,101.873399,102.2640193990967,324,-138.2640193990967,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,325,-137.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,324,-138.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,322,-140.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,321,-141.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,320,-142.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,320,-142.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,319,-143.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,318,-144.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,318,-144.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,319,-143.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,320,-142.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,321,-141.6560161156076,5.0,0.0
20/3/24,07:14:26,2.944865,101.873391,102.6560161156076,322,-140.6560161156076,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,323,-139.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,323,-139.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,323,-139.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,322,-140.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,320,-142.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,318,-144.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,319,-143.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,320,-142.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,320,-142.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,321,-141.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,321,-141.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,321,-141.91620077176137,5.0,0.0
20/3/24,07:14:27,2.944871,101.873383,102.91620077176137,322,-140.91620077176137,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,327,-136.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,327,-136.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,328,-135.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,328,-135.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,328,-135.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,327,-136.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,325,-138.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,325,-138.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,325,-138.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,323,-140.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,323,-140.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,323,-140.2322819355609,5.0,0.0
20/3/24,07:14:28,2.944878,101.873375,103.2322819355609,323,-140.2322819355609,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,325,-138.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,326,-137.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,328,-135.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,329,-134.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,328,-135.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,329,-134.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,328,-135.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,326,-137.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,325,-138.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,324,-139.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,324,-139.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,324,-139.57104595248836,5.0,0.0
20/3/24,07:14:29,2.944885,101.873369,103.57104595248835,323,-140.57104595248836,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,326,-137.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,327,-136.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,327,-136.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,328,-135.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,329,-134.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,329,-134.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,330,-133.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,327,-136.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,327,-136.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,325,-138.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,325,-138.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,325,-138.844410682531,5.0,0.0
20/3/24,07:14:30,2.944891,101.873363,103.84441068253099,324,-139.844410682531,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,325,-139.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,326,-138.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,327,-137.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,328,-136.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,328,-136.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,328,-136.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,329,-135.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,329,-135.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,328,-136.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,326,-138.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,326,-138.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,326,-138.20231425969797,5.0,0.0
20/3/24,07:14:31,2.944899,101.873355,104.20231425969797,326,-138.20231425969797,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,327,-137.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,328,-136.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,329,-135.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,330,-134.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,331,-133.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,332,-132.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,332,-132.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,332,-132.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,332,-132.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,331,-133.56807648103234,5.0,0.0
20/3/24,07:14:32,2.944907,101.873348,104.56807648103234,329,-135.56807648103234,5.0,0.0
