Time,Diff Angle,Left Motor Speed,Right Motor Speed
0.0013110637664794922,0,41.842,41.842
0.020387887954711914,2,41.400999999999996,41.4285
0.03700065612792969,2,41.400999999999996,41.4285
0.05317521095275879,3,41.400999999999996,41.4285
0.07657456398010254,2,41.400999999999996,41.4285
0.09559917449951172,2,41.400999999999996,41.4285
0.12054991722106934,4,23.582,40.214
0.145355224609375,4,23.582,40.214
0.16412353515625,3,41.400999999999996,41.4285
0.18294954299926758,5,23.582,40.214
0.1980271339416504,5,23.582,40.214
0.21630501747131348,2,41.400999999999996,41.4285
0.2338259220123291,2,41.400999999999996,41.4285
0.24981689453125,3,41.400999999999996,41.4285
0.26837158203125,3,41.400999999999996,41.4285
0.2860910892486572,4,23.582,40.214
0.30469226837158203,3,41.400999999999996,41.4285
0.3228161334991455,4,23.582,40.214
0.3384978771209717,4,23.582,40.214
0.35822081565856934,3,41.400999999999996,41.4285
0.3766298294067383,2,41.400999999999996,41.4285
0.3924272060394287,4,23.582,40.214
0.4090101718902588,4,23.582,40.214
0.42730164527893066,5,23.582,40.214
0.44302868843078613,4,23.582,40.214
0.4630422592163086,3,41.400999999999996,41.4285
0.48247551918029785,4,23.582,40.214
0.4980432987213135,4,23.582,40.214
0.5178208351135254,5,23.582,40.214
0.5356242656707764,4,23.582,40.214
0.552325963973999,4,23.582,40.214
0.5683937072753906,5,23.582,40.214
0.589780330657959,4,23.582,40.214
0.6089837551116943,3,41.400999999999996,41.4285
0.6258726119995117,3,41.400999999999996,41.4285
0.6452751159667969,3,41.400999999999996,41.4285
0.6695518493652344,4,23.582,40.214
0.6860878467559814,4,23.582,40.214
0.7013273239135742,5,23.582,40.214
0.7220816612243652,3,41.400999999999996,41.4285
0.7405068874359131,4,23.582,40.214
0.7556641101837158,4,23.582,40.214
0.7742669582366943,4,23.582,40.214
0.7935543060302734,5,23.582,40.214
0.8093578815460205,4,23.582,40.214
0.8265526294708252,3,41.400999999999996,41.4285
0.8463077545166016,4,23.582,40.214
0.8659281730651855,5,23.582,40.214
0.8834757804870605,5,23.582,40.214
0.9017505645751953,3,41.400999999999996,41.4285
0.921626091003418,4,23.582,40.214
0.9370555877685547,4,23.582,40.214
0.9556694030761719,5,23.582,40.214
0.9752886295318604,6,23.582,40.214
0.9908816814422607,5,23.582,40.214
1.0114116668701172,4,23.582,40.214
1.0311174392700195,4,23.582,40.214
1.0467617511749268,4,23.582,40.214
1.0659546852111816,4,23.582,40.214
1.0852992534637451,5,23.582,40.214
1.1007568836212158,5,23.582,40.214
1.1186387538909912,4,23.582,40.214
1.1368944644927979,5,23.582,40.214
1.152245283126831,4,23.582,40.214
1.1718013286590576,5,23.582,40.214
1.1881051063537598,4,23.582,40.214
1.2060904502868652,5,23.582,40.214
1.2240245342254639,4,23.582,40.214
1.239154577255249,4,23.582,40.214
1.2558491230010986,4,23.582,40.214
1.2724955081939697,5,23.582,40.214
1.289074420928955,6,23.582,40.214
1.3050570487976074,5,23.582,40.214
1.3224904537200928,5,23.582,40.214
1.3394780158996582,5,23.582,40.214
1.3566420078277588,5,23.582,40.214
1.3722014427185059,5,23.582,40.214
1.391176700592041,4,23.582,40.214
1.4108989238739014,6,23.582,40.214
1.4271609783172607,6,23.582,40.214
1.4440257549285889,6,23.582,40.214
1.4598448276519775,5,23.582,40.214
1.482466459274292,4,23.582,40.214
1.4976024627685547,5,23.582,40.214
1.5222289562225342,5,23.582,40.214
1.539245843887329,6,23.582,40.214
1.557431697845459,5,23.582,40.214
1.5814194679260254,7,23.582,40.214
1.599888801574707,7,23.582,40.214
1.6161582469940186,5,23.582,40.214
1.6363770961761475,6,23.582,40.214
1.6611604690551758,6,23.582,40.214
1.6813669204711914,6,23.582,40.214
1.6977448463439941,6,23.582,40.214
1.7133700847625732,5,23.582,40.214
1.7371680736541748,6,23.582,40.214
1.7550342082977295,6,23.582,40.214
1.7785232067108154,5,23.582,40.214
1.7939441204071045,5,23.582,40.214
1.8124639987945557,6,23.582,40.214
1.8286068439483643,5,23.582,40.214
1.8538682460784912,6,23.582,40.214
1.872751235961914,6,23.582,40.214
1.8903162479400635,5,23.582,40.214
1.9079079627990723,4,23.582,40.214
1.9237442016601562,6,23.582,40.214
1.9387531280517578,6,23.582,40.214
1.9612810611724854,7,23.582,40.214
1.978628396987915,6,23.582,40.214
1.9963951110839844,6,23.582,40.214
2.0176570415496826,6,23.582,40.214
2.0389745235443115,6,23.582,40.214
2.0538439750671387,5,23.582,40.214
2.0690901279449463,6,23.582,40.214
