
28/3/2024,11:23,2.944611,101.874219,213.172974,20.214285
28/3/2024,11:23,2.944611,101.874219,109.437332,20.223215
28/3/2024,11:23,2.944611,101.874219,0.0,20.232143
28/3/2024,11:23,2.944611,101.874219,220.883408,20.196428
28/3/2024,11:23,2.944611,101.874219,112.545715,20.214285
28/3/2024,11:23,2.944611,101.874219,0.0,20.232143
28/3/2024,11:23,2.944611,101.874219,214.715378,20.214285
28/3/2024,11:23,2.944611,101.874219,114.099609,20.223215
28/3/2024,11:23,2.944611,101.874219,0.0,20.232143
28/3/2024,11:23,2.944611,101.874219,216.257629,20.241072
28/3/2024,11:23,2.944611,101.874219,107.882874,20.232143
28/3/2024,11:23,2.944611,101.874219,0.0,20.25
28/3/2024,11:23,2.944611,101.874219,214.715378,20.232143
28/3/2024,11:23,2.944611,101.874219,104.773346,20.241072
28/3/2024,11:23,2.944611,101.874219,0.0,20.241072
28/3/2024,11:23,2.944611,101.874219,219.34166,20.232143
28/3/2024,11:23,2.944611,101.874219,115.653336,20.241072
28/3/2024,11:23,2.944611,101.874219,0.0,20.241072
28/3/2024,11:23,2.944611,101.874219,216.257629,20.223215
28/3/2024,11:23,2.944611,101.874219,115.653336,20.232143
28/3/2024,11:23,2.944611,101.874219,0.0,20.241072
28/3/2024,11:23,2.944611,101.874219,214.715378,20.232143
28/3/2024,11:23,2.944611,101.874219,109.437347,20.232143
28/3/2024,11:23,2.944611,101.874219,0.0,20.241072
28/3/2024,11:23,2.944611,101.874219,148.238358,27.9375
28/3/2024,11:23,2.944611,101.874219,70.517563,28.741072
28/3/2024,11:23,2.944611,101.874219,0.0,28.928572
3/5/24,09:56:13,2.946419,101.875243,282.424194,25.741072
3/5/24,09:56:13,2.946419,101.875243,148.238358,25.741072
3/5/24,09:56:13,2.946419,101.875243,0.0,25.741072
3/5/24,10:00:40,2.946429,101.875218,282.424194,25.785715
3/5/24,10:00:40,2.946429,101.875218,129.628311,25.758928
3/5/24,10:00:40,2.946429,101.875218,0.0,25.794643
3/5/24,10:25:25,2.944518,101.874542,915.953674,31.866072
3/5/24,10:25:25,2.944518,101.874542,447.472748,32.419643
3/5/24,10:25:25,2.944518,101.874542,0.0,32.955357
3/5/24,10:29:45,2.944507,101.874518,1318.317139,31.303572
3/5/24,10:29:45,2.944507,101.874518,647.55481,31.830357
3/5/24,10:29:45,2.944507,101.874518,0.0,32.9375
3/5/24,10:43:26,2.944427,101.87458,644.532959,32.50893
3/5/24,10:43:26,2.944427,101.87458,313.104462,32.88393
3/5/24,10:43:26,2.944427,101.87458,0.0,32.92857
3/5/24,10:46:49,2.944252,101.874655,1988.4729,31.071428
3/5/24,10:46:49,2.944252,101.874655,983.775574,31.375
3/5/24,10:46:49,2.944252,101.874655,0.0,32.723213
28/3/2024,,2.944611,101.874219,101.663071,-127.0
28/3/2024,        ,2.944611,101.874219,45.54385,-127.0
28/3/2024,11:23,2.944611,101.874219,0.0,-127.0
28/3/2024,,2.944611,101.874219,140.48735,-127.0
28/3/2024,        ,2.944611,101.874219,78.31131,-127.0
28/3/2024,11:23,2.944611,101.874219,0.0,-127.0
28/3/2024,,2.944611,101.874219,137.385681,-127.0
28/3/2024,        ,2.944611,101.874219,56.476231,-127.0
28/3/2024,11:23,2.944611,101.874219,0.0,-127.0
28/3/2024,,2.944611,101.874219,109.437332,25.258928
28/3/2024,        ,2.944611,101.874219,54.91507,25.419643
28/3/2024,11:23,2.944611,101.874219,0.0,25.553572
28/3/2024,,2.944611,101.874219,103.218323,27.875
28/3/2024,        ,2.944611,101.874219,62.718834,27.866072
28/3/2024,11:23,2.944611,101.874219,0.0,27.875
28/3/2024,,2.944611,101.874219,140.48735,27.419643
28/3/2024,        ,2.944611,101.874219,62.718842,27.553572
28/3/2024,11:23,2.944611,101.874219,0.0,27.580357
28/3/2024,11:23,2.944611,101.874219,137.385681,27.5
28/3/2024,        ,2.944611,101.874219,65.838928,27.491072
28/3/2024,11:23,2.944611,101.874219,0.0,27.491072
5/5/24,04:12:26,2.944594,101.873881,1634.955078,30.866072
5/5/24,        ,2.944594,101.873881,811.989258,31.098215
5/5/24,04:14:19,2.944594,101.873881,0.0,32.32143
5/5/24,,2.944567,101.873983,1774.042725,30.848215
5/5/24,        ,2.944567,101.873983,885.819336,30.9375
5/5/24,04:23:59,2.944567,101.873983,0.0,32.169643
5/5/24,,2.944605,101.873901,1605.46521,30.803572
5/5/24,        ,2.944605,101.873901,798.425781,30.892857
5/5/24,04:27:17,2.944605,101.873901,0.0,32.339287
