Date,Time,Latitude,Longitude,Initial Latitude,Initial Longitude,Bearing,Angle,Diff Angle,Left Motor Speed,Right Motor Speed
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.94461,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,230,50.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944611,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,229,49.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,228,48.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,227,47.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,226,46.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,225,45.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,225,45.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,225,45.0,0,0
,,2.944612,101.874446,2.94461,101.874446,180.0,225,45.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,225,45.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,225,45.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,224,44.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,224,44.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,224,44.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,224,44.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,224,44.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,224,44.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,223,43.0,0,0
,,2.944613,101.874446,2.94461,101.874446,180.0,223,43.0,0,0
